Nº PROJETO;TÍTULO;EMPRESA PETROLÍFERA;DATA DE INÍCIO;DATA DE TÉRMINO;EMPRESA BRASILEIRA EXECUTORA;INSTITUIÇÃO CREDENCIADA EXECUTORA;AUTORIZAÇÃO;DATA DE PUBLICAÇÃO
11801-8;Simulador Estratigráfico Numérico (STENO);Petrobras;26/05/2004;29/04/2011;-;-;-;-
11802-6;CARACTERIZAÇÃO DA EXSUDAÇÃO NO RIO SERGIPE;Petrobras;01/06/2004;29/12/2006;-;-;-;-
11803-4;QUANTIFICAÇÃO DE ADITIVOS NO EXTRA DIESEL BR;Petrobras;01/06/2004;14/06/2006;-;-;-;-
11804-2;AVALIAÇÃO TERMOFLUIDODINÂMICA DE REATORES DE FCC;Petrobras;01/06/2004;01/03/2007;-;-;-;-
11805-9;OTIMIZAÇÃO-RTO DA U-RFCC E CONTROLE AVANÇADO PROPENO;Petrobras;01/06/2004;18/05/2006;-;-;-;-
11806-7;IMPLANTAR METODOLOGIA MINIMIZAÇÃO USO ÁGUA REFINARIAS-SP;Petrobras;01/06/2004;01/08/2005;-;-;-;-
11807-5;BASE DADOS DE POTENCIAL EÓLICO - PETROWIND;Petrobras;01/06/2004;28/12/2007;-;-;-;-
11808-3;ESTUDO DA TRANSESTERIFICAÇÃO DE ÓLEOS VEGETAIS;Petrobras;01/06/2004;31/03/2007;-;-;-;-
11809-1;DISPONIBILIZAÇÃO DE CATALISADORES GASTOS DE HDR;Petrobras;01/06/2004;01/06/2006;-;-;-;-
11810-9;ACESSIBILIDADE EM CATALISADORES DE HCC;Petrobras;01/06/2004;01/06/2006;-;-;-;-
11811-7;CATALISADORES DE HCC RESISTENTES A NITROGENADOS;Petrobras;01/06/2004;13/02/2007;-;-;-;-
11812-5;BANCO DE DADOS VOLTAMÉTRICOS - DIESEL REFINARIAS;Petrobras;01/06/2004;01/03/2006;-;-;-;-
11813-3;ADEQUAR  O USO DO LCO NO DIESEL PARA MOTOR CONAMA P5;Petrobras;01/06/2004;31/07/2006;-;-;-;-
11814-1;ESTUDO DO ENVELHECIMENTO DO CAP;Petrobras;01/06/2004;30/12/2009;-;-;-;-
11815-8;DESENVOLVIMENTO DE ÓLEO LUBRIFICANTE BIODEGRADÁVEL;Petrobras;01/06/2004;30/06/2007;-;-;-;-
11816-6;PREVENÇÃO DE FALHAS EM HASTES DE BOMBEIO;Petrobras;01/06/2004;31/07/2006;-;-;-;-
11817-4;MODELAGEM DA PROGRAMAÇÃO DA REDE DE CLAROS;Petrobras;01/06/2004;11/09/2006;-;-;-;-
11818-2;BLEND-BR: MÓDULO DE OTIMIZAÇÃO;Petrobras;01/06/2004;11/09/2006;-;-;-;-
11819-0;AMPLIAÇÃO DA BASE DE DADOS ATRAVÉS DO BPAMB;Petrobras;01/06/2004;30/07/2006;-;-;-;-
11820-8;INSPEÇÃO REMOTA ON-LINE;Petrobras;01/06/2004;31/03/2007;-;-;-;-
11821-6;UTILIZAÇÃO DO GNV EM ÔNIBUS URBANO;Petrobras;01/06/2004;31/12/2006;-;-;-;-
11822-4;DESENVOLVIMENTO DO PROGRAMA SSTAB;Petrobras;01/06/2004;31/12/2007;-;-;-;-
11823-2;Metodologia para a Determinação do Teor de Contaminação;Petrobras;01/06/2004;01/12/2008;-;-;-;-
11824-0;Estudo do envelhecimento do CAP;Petrobras;01/06/2004;30/04/2010;-;-;-;-
11825-7;ASSISTÊNCIA TÉCNICA À AMPLIAÇÃO DA REFAP;Petrobras;01/06/2004;01/12/2004;-;-;-;-
11826-5;ASSISTÊNCIA TÉCNICA - FASES PROJETO EXECUTIVO CONSTRUÇÃO E MONTAGEM FPSO P-54;Petrobras;01/06/2004;01/08/2006;-;-;-;-
11827-3;DESENVOLVIMENTO DA MOD. E SIM. EM CFD DE RISER, REG. E CIC;Petrobras;01/06/2004;01/03/2008;-;-;-;-
11828-1;EMISSÕES DE VEÍCULOS LEVES COM MEDIÇÃO EMBARCADA;Petrobras;01/06/2004;01/12/2004;-;-;-;-
11829-9;AUMENTO DE CAPACIDADE DA U-200/REPLAN;Petrobras;01/06/2004;01/07/2005;-;-;-;-
11830-7;ADEQUAÇÃO DA GASOLINA BRASILEIRA AOS VEÍCULOS HÍBRIDOS;Petrobras;01/06/2004;01/12/2005;-;-;-;-
11831-5;MONITORAMENTO AMBIENTAL AMAZONAS (PIATAM III);Petrobras;09/06/2004;31/05/2007;-;-;-;-
11832-3;Monitoração de Bend Stiffener e Riser na P-33;Petrobras;14/06/2004;01/12/2007;-;-;-;-
11833-1;SISTEMA DE INFORMAÇÃO INTEGRADA DA BIOESTRATIGRAFIA - SINBPA II;Petrobras;01/07/2004;31/07/2007;-;-;-;-
11834-9;TESTES EM MODELO DA  BASE TORPEDO, CONE/TORPEDO;Petrobras;01/07/2004;28/02/2006;-;-;-;-
11835-6;PROTEÇÃO CATÓDICA REGIÃO EXTERNA DE FUNDO TANQUE;Petrobras;01/07/2004;02/10/2006;-;-;-;-
11836-4;DESENVOLVIMENTO DE ASFALTO MODIFICADO POR ÁCIDO;Petrobras;01/07/2004;31/12/2006;-;-;-;-
11837-2;DESENVOLVIMENTO  MANUAL QUALIDADE/TOXICOL DE PARAFINAS;Petrobras;01/07/2004;30/04/2005;-;-;-;-
11838-0;Avaliação da integridade em linhas de fibra de vidro;Petrobras;01/07/2004;01/12/2007;-;-;-;-
11839-8;GERAÇÃO DE DADOS OCEANOGRÁFICOS EM LDA ATÉ 3500M;Petrobras;01/07/2004;28/02/2011;-;-;-;-
11840-6;ASPECTOS QUÍMICOS DE EMULSÕES DE ÁGUA EM ÓLEO;Petrobras;01/07/2004;01/07/2006;-;-;-;-
11841-4;Estudos do Comportamento de Eletrodos de Referência Permanentes de Cu/cuso4 e Ag/agci;Petrobras;01/07/2004;06/03/2006;-;-;-;-
11842-2;Avaliação de Ferramentas para Posicionamento de Dutos;Petrobras;01/07/2004;30/12/2006;-;-;-;-
11843-0;Avaliação de Depósitos em Válvulas em Motores Flex;Petrobras;01/07/2004;30/04/2007;-;-;-;-
11844-8;Comparativo da Nova Supra Frente às Concorrentes (601694);Petrobras;01/07/2004;08/08/2006;-;-;-;-
11845-5;NOVOS CATALISADORES PARA HDA E AUMENTO DE CETANO;Petrobras;01/07/2004;30/12/2008;-;-;-;-
11846-3;NOVOS CATALISADORES PARA REAÇÕES DE HDT;Petrobras;01/07/2004;15/04/2010;-;-;-;-
11847-1;CÁLCULO DE VOLUME POR MEDIDA DINÂMICA EM DIESEL,QAV,NAFTA,PETRÓLEO;Petrobras;01/07/2004;18/05/2006;-;-;-;-
11848-9;AVALIAÇÃO DA REDE DE DISTRIBUIÇÃO DA PASA;Petrobras;01/07/2004;24/02/2006;-;-;-;-
11849-7;MODELO DE SIMULAÇÃO PARA A CADEIA LOGÍSTICA;Petrobras;01/07/2004;24/02/2006;-;-;-;-
11850-5;Implantação do Laboratório de Traços Hidrocarbonetos;Petrobras;01/07/2004;06/06/2010;-;-;-;-
11851-3;Desenvolvimento de Inibidores de Corrosão para CO2;Petrobras;01/07/2004;30/12/2007;-;-;-;-
11852-1;Estudo Piloto de Tratamento de Água de Produção - Terminal de São Sebastião - TEBAR/SP;Petrobras;02/01/2004;29/02/2016;-;-;-;-
11853-9;LUBRICIDADE DO ÓLEO DIESEL (PB-BOSCH) - 2ª FASE;Petrobras;01/07/2004;01/07/2005;-;-;-;-
11854-7;AVALIAÇÃO INTEGRIDADE EM LINHAS DE FIBRA DE VIDRO;Petrobras;01/07/2004;01/06/2006;-;-;-;-
11855-4;DESENVOLVIMENTO  DE ASFALTO MODIFICADO  POR ÁCIDO;Petrobras;01/07/2004;01/12/2006;-;-;-;-
11856-2;ACOMPANHAMENTO PROJETO  EXECUTIVO E C&M DA P-52;Petrobras;01/07/2004;01/08/2007;-;-;-;-
11857-0;ELETRODOS PERMANENTES PARA SISTEMA DE PROT. CATÓDICA;Petrobras;01/07/2004;01/06/2006;-;-;-;-
11858-8;MINERAÇAO DE DADOS DE GASOLINAS X EMISSÕES;Petrobras;01/07/2004;01/12/2004;-;-;-;-
11859-6;DESENVOLVIMENTO DE BANCO DE PROVAS BI-COMBUSTÍVEL;Petrobras;01/07/2004;01/12/2005;-;-;-;-
11860-4;COMPARATIVO DA NOVA SUPRA FRENTE ÀS CONCORRENTES;Petrobras;01/07/2004;01/12/2004;-;-;-;-
11861-2;OTIMIZAÇÃO DA ADITIVAÇÃO DA GASOLINA SUPRA;Petrobras;01/07/2004;01/12/2004;-;-;-;-
11862-0;DESENVOLVIMENTO DE FERRAMENTA PARA AVALIAÇÃO DE FATORES DE MÁ DISTRIBUIÇÃO DE CALOR;Petrobras;01/07/2004;01/12/2004;-;-;-;-
11863-8;ANCORAGEM DA BÓIA DE CONTROLE - TECARMO;Petrobras;01/07/2004;01/08/2004;-;-;-;-
11864-6;IMPLANTAÇÃO LABORATÓRIO TRAÇOS HIDROCARBONETOS - FASE II;Petrobras;01/07/2004;01/11/2006;-;-;-;-
11865-3;Otimização Internos de Torres de Fracionamento.;Petrobras;22/07/2004;30/11/2006;-;-;-;-
11866-1;PETROXTR  - PETROX PARA USO EM TEMPO REAL - FASE I;Petrobras;30/07/2004;01/03/2006;-;-;-;-
11867-9;MODELAGEM DE FRATURAS E VUGS MÉTODO BOOLEANO;Petrobras;01/08/2004;01/08/2005;-;-;-;-
11868-7;SIMULADOR PARA ANÁLISE DE FLAMBAGEM DE ESTRUTURAS;Petrobras;01/08/2004;31/05/2006;-;-;-;-
11869-5;AVALIAÇÃO DAS EMISSÕES DE QUEIMADAS;Petrobras;01/08/2004;01/03/2007;-;-;-;-
11870-3;RLAM - MONITORAMENTO BTS;Petrobras;01/08/2004;01/10/2006;-;-;-;-
11871-1;UNIDADE PROTÓTIPO DE ELETRODIÁLISE REVERSA;Petrobras;01/08/2004;30/12/2007;-;-;-;-
11872-9;Solo e Água Sub.: Valores Orientadores para RNCE (Rio Grande do Norte e Ceará);Petrobras;01/08/2004;01/12/2008;-;-;-;-
11873-7;AVALIAÇÃO DE TECNOLOGIAS IN SITU REMEDIAÇÃO DE HC;Petrobras;01/08/2004;01/07/2006;-;-;-;-
11874-5;AVALIAÇÃO DA QUALIDADE DE EFLUENTES PARA REUSO;Petrobras;01/08/2004;14/12/2007;-;-;-;-
11875-2;AVALIAÇÃO E DESENVOLVIMENTO DA COMPLETAÇÃO INTELIGENTE;Petrobras;01/08/2004;30/11/2008;-;-;-;-
11876-0;DESENVOLVIMENTO DE CONECTORES ELETRO-ÓPTICOS PARA POÇO;Petrobras;01/08/2004;01/12/2006;-;-;-;-
11877-8;GOMA XANTANA PARA RECUPERAÇÃO DE PETRÓLEO;Petrobras;01/08/2004;30/06/2006;-;-;-;-
11878-6;PROTEÇÃO CATÓDICA E SUA INFLUÊNCIA EM REVESTIMENTO;Petrobras;01/08/2004;31/03/2007;-;-;-;-
11879-4;GERERENCIAMENTO DA CORROSÃO INTERNA MALHA DUTOS, TERMINAIS E NAVIOS DE TRANSPORTE;Petrobras;01/08/2004;01/10/2007;-;-;-;-
11880-2;ENTERRAMENTO DE DUTOS EM REGIÃO DE PRAIA;Petrobras;01/08/2004;30/12/2005;-;-;-;-
11881-0;Customização de Sistemas Especialistas de Corrosão;Petrobras;01/08/2004;31/12/2007;-;-;-;-
11882-8;METODOLOGIAS PARA GERENCIAMENTO DE ALARMES NO REFINO;Petrobras;01/08/2004;31/12/2007;-;-;-;-
11883-6;DESENVOLVIMENTO RTO PARA UNIDADE DESTILAÇÃO  BASEADA NO PETROX;Petrobras;01/08/2004;01/06/2007;-;-;-;-
11884-4;Influência do Pfe da Gasolina nas Emissões (601706);Petrobras;01/08/2004;30/03/2005;-;-;-;-
11885-1;Índice de Emissões para a Gasolina;Petrobras;01/08/2004;19/06/2006;-;-;-;-
11886-9;Depósitos em Injeção em Motor Peugeot Xud-9 - Metodologia para Medição;Petrobras;01/08/2004;28/11/2006;-;-;-;-
11887-7;Influência das Propriedades da Gasolina no Consumo (601764);Petrobras;01/08/2004;03/05/2005;-;-;-;-
11888-5;Infl.do nº de Cetano no Óleo Diesel 2006;Petrobras;01/08/2004;30/11/2006;-;-;-;-
11889-3;Software Predição Características de Combustíveis;Petrobras;01/08/2004;30/06/2006;-;-;-;-
11890-1;ANÁLISE DO DESEMPENHO DO BCS NO MANUSEIO DE ÓLEO VISCOSO;Petrobras;01/08/2004;01/06/2007;-;-;-;-
11891-9;DESENVOLVIMENTO E ACOMPANHAMENTO DE RECUPERADOR;Petrobras;01/08/2004;01/03/2007;-;-;-;-
11892-7;DESENVOLVIMENTO DE FORNOS COM TUBOS DE CALOR;Petrobras;01/08/2004;01/02/2007;-;-;-;-
11893-5;SISTEMA DE CONVERSÃO DIESEL GÁS NATURAL  MOTOR MWM;Petrobras;01/08/2004;01/10/2006;-;-;-;-
11894-3;AVALIAÇÃO DE GRUPO GERADOR OPERANDO COM DIESEL+GN;Petrobras;01/08/2004;30/03/2009;-;-;-;-
11895-0;CONTROLE AVANÇADO E AUTOMAÇÃO PARA UPGNS;Petrobras;01/08/2004;31/12/2007;-;-;-;-
11896-8;GESTÃO DE CONHECIMENTO EM I/C/A PARA PLANTAS DE GN;Petrobras;01/08/2004;30/06/2006;-;-;-;-
11897-6;TECNOLOGIAS GTS;Petrobras;01/08/2004;28/02/2007;-;-;-;-
11898-4;OTIMIZAÇÃO DE SISTEMAS DE REFRIGERAÇÃO;Petrobras;01/08/2004;30/11/2007;-;-;-;-
11899-2;BANCO DE DADOS DE ENERGIAS RENOVÁVEIS - MAREN 2;Petrobras;01/08/2004;30/01/2008;-;-;-;-
11900-8;BIOPRODUÇÃO DE ETANOL A PARTIR DE LIGNOCELULOSE;Petrobras;01/08/2004;28/02/2008;-;-;-;-
11901-6;UTILIZAÇÃO DE ENZIMAS NO PROCESSO DE BIODIESEL;Petrobras;01/08/2004;05/06/2006;-;-;-;-
11902-4;AVALIAÇÃO DA UP CR-0 MODIFICADA;Petrobras;01/08/2004;30/06/2007;-;-;-;-
11903-2;DESENVOLVIMENTO  DE CATALISADORES PARA HIDROISOMERIZAÇÃO;Petrobras;01/08/2004;01/09/2006;-;-;-;-
11904-0;AVALIAÇÃO DE ADITIVOS PARA ÓLEOS COMBUSTÍVEIS INDUSTRIAIS;Petrobras;01/08/2004;01/12/2005;-;-;-;-
11905-7;OTIMIZAÇÃO DAS UNIDADES DE DESPARAFINAÇÃO DA REDUC;Petrobras;01/08/2004;31/01/2007;-;-;-;-
11906-5;BIOLUBRIFICANTES: ROTA ALTERNATIVA;Petrobras;01/08/2004;15/03/2007;-;-;-;-
11907-3;FORMULAÇÕES RESISTENTES À FORMAÇÃO DE BORRAS;Petrobras;01/08/2004;30/12/2005;-;-;-;-
11908-1;MELHORIA DO PRONAV PARA O SISTEMA DO SAP/R3;Petrobras;01/08/2004;28/02/2006;-;-;-;-
11909-9;MODELO PROGRAMAÇÃO  PRODUÇÃO SISTEMA SOLVENTE/GASOLINA;Petrobras;01/08/2004;01/12/2005;-;-;-;-
11910-7;IMPLANTAÇÃO DO SISTEMA PROGRAMAÇÃO PRODUÇÃO RECAP;Petrobras;01/08/2004;11/09/2006;-;-;-;-
11911-5;DESENVOLVIMENTO DE SISTEMA ELETRÔNICO DE BÓIA METEO-OCEANOGRÁFICA;Petrobras;01/08/2004;28/12/2006;-;-;-;-
11912-3;QUALIFICAÇÃO DE TINTAS EPOXI SURFACE TOLERANTES;Petrobras;01/08/2004;19/01/2007;-;-;-;-
11913-1;TESTES EM TANQUE DE PROVAS - ÂNCORA TARTARUGA;Petrobras;01/08/2004;29/06/2007;-;-;-;-
11914-9;AVALIAÇÃO AMBIENTAL DA BAÍA DE GUANABARA;Petrobras;01/08/2004;30/03/2008;-;-;-;-
11915-6;ÁGUA PRODUZIDA- EFEITOS NO MAR E MINIMIZAÇÃO DESCARTE;Petrobras;01/08/2004;30/06/2008;-;-;-;-
11916-4;CARACTERIZAÇÃO DE CORAIS DE ÁGUAS PROFUNDAS DA BACIA DE CAMPOS;Petrobras;01/08/2004;01/12/2007;-;-;-;-
11917-2;PORTAL DE INFORMAÇÕES AMBIENTAIS;Petrobras;01/08/2004;31/03/2008;-;-;-;-
11918-0;AVALIAÇÃO DE RISCO ECOLÓGICO  DOS DESCARTES DA  PERFURAÇÃO  MAR;Petrobras;01/08/2004;01/07/2007;-;-;-;-
11919-8;MONITORAMENTO DE MAMÍFEROS E QUELONIOS MARINHOS;Petrobras;01/08/2004;01/08/2006;-;-;-;-
11920-6;BIOINDICADORES LIMNOLÓGICOS APLICADOS AO PETRÓLEO;Petrobras;01/08/2004;30/06/2008;-;-;-;-
11921-4;SISTEMA INSPEÇÃO DIMENSIONAL DE RAIZ DE SOLDA RISER;Petrobras;01/08/2004;30/04/2007;-;-;-;-
11922-2;MODELO PARA FALHA POR INSTABILIDADE DE ARMADURAS;Petrobras;01/08/2004;30/05/2008;-;-;-;-
11923-0;DESENVOLVIMENTO DE GASOLINA PARA  F1 - 2004/2005;Petrobras;01/08/2004;30/04/2005;-;-;-;-
11924-8;QUALIFICAÇÃO DE COALESCEDORES EM LINHA;Petrobras;01/08/2004;31/08/2007;-;-;-;-
11925-5;Enriquecimento de Oxigênio no Regenerador de Unidades de Fcc;Petrobras;01/08/2004;29/12/2006;-;-;-;-
11926-3;MÉTODO DE ANÁLISE DE ADITIVOS PARA UFCC POR FRX;Petrobras;01/08/2004;30/08/2006;-;-;-;-
11927-1;Investigação e Redução dos Descartes da Atividade Perfuração - PRIMAR;Petrobras;01/08/2004;28/02/2011;-;-;-;-
11928-9;ECOPROF Ecossistemas Profundos corais e comunidades quimiossintéticas;Petrobras;01/08/2004;30/11/2010;-;-;-;-
11929-7;Etanol de residuos de legnocelulose e amilaceos;Petrobras;01/08/2004;30/11/2012;-;-;-;-
11930-5;Tecnologias avancadas para transporte marítimo de gás natural;Petrobras;01/08/2004;01/12/2008;-;-;-;-
11931-3;Conectores ópticos para poços submarinos;Petrobras;01/08/2004;30/06/2011;-;-;-;-
11932-1;INFLUÊNCIA DO PFE DA GASOLINA NAS EMISSÕES;Petrobras;01/08/2004;01/01/2005;-;-;-;-
11933-9;TORPEDO COM ESTRUTURA MISTA E GEOMETRIA OTIMIZADA;Petrobras;01/08/2004;01/08/2005;-;-;-;-
11934-7;INDICADORES DE DESENVOLVIMENTO SUSTENTÁVEL;Petrobras;01/08/2004;01/04/2005;-;-;-;-
11935-4;MINERAÇÃO DE DADOS DE DIESEL X EMISSÕES;Petrobras;01/08/2004;01/12/2004;-;-;-;-
11936-2;AMPLIAÇÃO DA U-2100 PARA 35.000 M3/D - BÁSICO;Petrobras;01/08/2004;01/08/2005;-;-;-;-
11937-0;ÍNDICE DE EMISSÕES PARA A GASOLINA (BLUE SKY);Petrobras;01/08/2004;01/12/2005;-;-;-;-
11938-8;METODOLOGIA  MEDIÇÃO  DEPÓSITO INJETOR MOTOR PEUGEOT;Petrobras;01/08/2004;01/08/2005;-;-;-;-
11939-6;PLANTA PILOTO PROCESSAMENTO PRIMÁRIO DE PETRÓLEO;Petrobras;01/08/2004;01/09/2005;-;-;-;-
11940-4;PLANTA PILOTO DE TRATAMENTO DE ÁGUA DE ESTREITO B;Petrobras;01/08/2004;01/08/2005;-;-;-;-
11941-2;CONTROLE AVANÇADO E AUTOMAÇÃO  PARA UPGNS;Petrobras;01/08/2004;01/09/2006;-;-;-;-
11942-0;INFLUÊNCIA DAS PROPRIEDADES DA GASOLINA NO CONSUMO;Petrobras;01/08/2004;01/08/2004;-;-;-;-
11943-8;INFLUÊNCIA DO NÚMERO DE CETANO NO ÓLEO DIESEL 2006;Petrobras;01/08/2004;01/05/2005;-;-;-;-
11944-6;LOGÍSTICA DO ABASTECIMENTO DA GASOLINA PODIUM;Petrobras;01/08/2004;01/02/2005;-;-;-;-
11945-3;SOFTWARE  PREDIÇÃO CARACT. COMBUSTÍVEIS (GASOLINA);Petrobras;01/08/2004;01/12/2005;-;-;-;-
11946-1;SOLO E ÁGUA SUB.: VALORES ORIENTADORES PARA RN/CE;Petrobras;01/08/2004;01/10/2006;-;-;-;-
11947-9;BIOPRODUÇÃO DE ETANOL A PARTIR DE  LIGNOCELULOSE;Petrobras;01/08/2004;01/07/2006;-;-;-;-
11948-7;Metodologia para Previsão do Início do Processo de Produção de Areia;Petrobras;09/08/2004;30/12/2008;-;-;-;-
11949-5;Ba-1315a - ar - Complem.malha Drenagem;Petrobras;11/08/2004;01/12/2007;-;-;-;-
11950-3;Análise estrutural do Rifte da Bacia de Santos;Petrobras;13/08/2004;31/12/2013;-;-;-;-
11951-1;Medição de Interface Água/óleo e Perfil de Densidades;Petrobras;31/08/2004;31/10/2007;-;-;-;-
11952-9;BIOCRONOESTRATIGRAFIA DO NEÓGENO BRASILEIRO;Petrobras;01/09/2004;31/12/2005;-;-;-;-
11953-7;Influência do Percentual de s da Gasolina no Sistema Catalítico;Petrobras;01/09/2004;07/08/2006;-;-;-;-
11954-5;Desenvolvimento de Metodologia Process Based;Petrobras;01/09/2004;31/12/2007;-;-;-;-
11955-2;PESQUISA  E DESENVOLVIMENTO DE TECNOLOGIA TÉRMICAS PARA ELEVAÇÃO ÓLEOS PESADOS;Petrobras;01/09/2004;01/12/2008;-;-;-;-
11956-0;DESCARTE DE ÁGUA EM TERMINAIS TERRESTRES;Petrobras;01/09/2004;01/12/2008;-;-;-;-
11957-8;TRATAMENTO EFLUENTE HÍDRICO CONTAMINADO COM MTBE;Petrobras;01/09/2004;31/08/2005;-;-;-;-
11958-6;DESENVOLVIMENTO MODELO SCBR 2.0 DE ANÁLISE DE RISCO A SH;Petrobras;01/09/2004;29/12/2006;-;-;-;-
11959-4;REFLORESTAMENTO DE ÁREAS DEGRADADAS NA AMAZÔNIA;Petrobras;01/09/2004;30/12/2008;-;-;-;-
11960-2;Estabilidade de Poços em Lâminas Dágua Ultraprofundas;Petrobras;01/09/2004;31/12/2008;-;-;-;-
11961-0;ESTIMATIVA DA PRESSÃO DE POÇOS EM LAUP;Petrobras;01/09/2004;30/03/2008;-;-;-;-
11962-8;AUTOMAÇÃO DO CORTE DE INTERFACES EM POLIDUTOS;Petrobras;01/09/2004;31/03/2007;-;-;-;-
11963-6;ECOEFICIÊNCIA NO CENPES 2;Petrobras;01/09/2004;01/06/2007;-;-;-;-
11964-4;Descarga Aromatizada de Diesel (bs - 601765);Petrobras;01/09/2004;30/12/2008;-;-;-;-
11965-1;Combustível Não Líquido (bs - 601767);Petrobras;01/09/2004;30/12/2008;-;-;-;-
11966-9;Identificador de Gasolinas Adulteradas (bs - 601770);Petrobras;01/09/2004;31/08/2007;-;-;-;-
11967-7;LABORATÓRIO DE CARACTERIZAÇÃO PETRÓLEOS DO ESPÍRITO SANTO;Petrobras;01/09/2004;28/02/2008;-;-;-;-
11968-5;DESENVOLVIMENTO DE CATALISADORES PARA FISCHER-TROP;Petrobras;01/09/2004;30/05/2007;-;-;-;-
11969-3;GERAÇÃO ELÉTRICA COM MOTOR STIRLING A GÁS NATURAL;Petrobras;01/09/2004;30/11/2006;-;-;-;-
11970-1;DESENVOLVIMENTO DE CATALISADORES PARA SÍNTESE DE FISCHER TROPSCH;Petrobras;01/09/2004;31/12/2007;-;-;-;-
11971-9;Oxidação Direta do Metano a Metanol;Petrobras;01/09/2004;01/12/2007;-;-;-;-
11972-7;DESENVOLVIMENTO CATALISADOR PARA CONV. DE COND. GN EM OLEF.;Petrobras;01/09/2004;30/06/2007;-;-;-;-
11973-5;ESTUDO DE CATALISADORES E PROCESSO FT EM ESCALA PILOTO;Petrobras;01/09/2004;17/12/2007;-;-;-;-
11974-3;MAPEAR OPORTUNIDADES APROVEITAMENTO ENERGIA DO MAR;Petrobras;01/09/2004;29/02/2008;-;-;-;-
11975-0;SUSTENTABILIDADE DA VILA DE SÃO TOMÉ;Petrobras;01/09/2004;27/12/2006;-;-;-;-
11976-8;ESTUDO DE PRODUÇÃO DE BIODIESEL POR CATALIZADOR HETEROGÊNEO;Petrobras;01/09/2004;01/09/2006;-;-;-;-
11977-6;ESTUDO TÉCNICO CONCEITUAL DE PLANTA EÓLICA NO RN;Petrobras;01/09/2004;29/06/2007;-;-;-;-
11978-4;METODOLOGIA DE SELEÇÃO DE CATALISADORES DE HCC;Petrobras;01/09/2004;30/12/2008;-;-;-;-
11979-2;ANÁLISE DE FENÔMENOS HIDRODINÂMICOS ATRAVÉS DE MPS;Petrobras;01/09/2004;30/12/2007;-;-;-;-
11980-0;VENTOS EXTREMOS ASSOCIADOS A CICLONES;Petrobras;01/09/2004;31/12/2005;-;-;-;-
11981-8;CORRENTES EXTREMAS POR MEANDROS E VÓRTICES DA CB;Petrobras;01/09/2004;31/08/2006;-;-;-;-
11982-6;DESENVOLVIMENTO DE PARÂMETROS PARA PROJETOS E&P;Petrobras;01/09/2004;31/12/2010;-;-;-;-
11983-4;SENSORIAMENTO REMOTO E OCEANOGRAFIA;Petrobras;01/09/2004;18/05/2006;-;-;-;-
11984-2;Monogom: mono-coluna para testes em campos de prova;Petrobras;01/09/2004;01/12/2007;-;-;-;-
11985-9;SISTEMA PREV. OCEANOGRÁFICO APOIO BUSCA&SALVAMENTO;Petrobras;01/09/2004;01/12/2006;-;-;-;-
11986-7;MONITORAMENTO AMBIENTAL DA BACIA POTIGUAR - FASE 2;Petrobras;01/09/2004;30/12/2007;-;-;-;-
11987-5;CARACTERIZAÇÃO/MONITORAMENTO AMBIENTAL-BACIA CEARÁ;Petrobras;01/09/2004;30/12/2007;-;-;-;-
11988-3;CRITÉRIOS DE MODELAGEM DE DERRAME DE ÓLEO NO MAR;Petrobras;01/09/2004;31/08/2006;-;-;-;-
11989-1;MODELAGEM DA DISPERSÃO DE EFLUENTES LÍQUIDOS;Petrobras;01/09/2004;01/08/2006;-;-;-;-
11990-9;TECNOLOGIA DE ACONDICIONAMENTO DE GN - ADSPOR II;Petrobras;01/09/2004;14/05/2007;-;-;-;-
11991-7;PREPARAÇÃO DE CARVÃO ATIVADO PARA ARMAZENAR GÁS NATURAL;Petrobras;01/09/2004;28/12/2007;-;-;-;-
11992-5;CARACTERIZAÇÃO OCEANOGRÁFICA BACIA ESPÍRITO SANTO E ABROLHOS;Petrobras;01/09/2004;30/09/2006;-;-;-;-
11993-3;DEPOSIÇÃO DE CATALISADORES F-T SOBRE METAIS;Petrobras;01/09/2004;01/05/2009;-;-;-;-
11994-1;ESTUDO DE FLUIDODINÂMICA COMPUTADORIZADA PARA REATORES FISCHER-TROPSCH;Petrobras;01/09/2004;01/09/2006;-;-;-;-
11995-8;EFEITO H2 NO ENVELHECIMENTO MATERIAIS REATORES HDT;Petrobras;01/09/2004;01/02/2008;-;-;-;-
11996-6;HIDROISOMERIZAÇÃO DE PARAFINAS FISCHER-TROPSCH;Petrobras;01/09/2004;31/12/2007;-;-;-;-
11997-4;AQUECEDOR DE GÁS NATURAL PARA GASODUTO VIRTUAL;Petrobras;01/09/2004;30/06/2008;-;-;-;-
11998-2;Aplicação da Metodologia de cg em Reservatórios;Petrobras;01/09/2004;31/08/2005;-;-;-;-
