CodProj;Ano Carregamento;Recursos Humanos;Viagens e Diárias;Outras despesas;Material de Consumo;Material Permanente;Serviço de Terceiros;Custo Total Previsto
PD-04950-0382;2010;$1.132.040,00;$80.100,00;$1.052.814,00;$128.000,00;$25.000,00;$6.000,00;$2.423.954,00
PD-04950-0383;2012;$1.558.510,00;$34.900,00;$166.408,16;$0,00;$288.880,00;$0,00;$2.048.698,16
PD-04950-0390;2011;$6.336.630,00;$77.500,00;$848.306,00;;$287.100,00;$6.000,00;$7.555.536,00
PD-04950-0392;2011;$502.129,89;$10.000,00;$329.430,00;$411.660,00;$287.133,00;;$1.540.352,89
PD-04950-0419;2010;$2.928.598,96;$11.306,00;$399.000,00;$170.687,00;$167.606,00;$87.980,00;$3.765.177,96
PD-04950-0420;2011;$1.370.146,08;$21.000,00;$439.307,00;$80.536,00;$1.014.592,00;$1.196.021,00;$4.121.602,08
PD-04950-0421;2011;$1.068.422,32;$121.710,00;$1.078.000,00;$26.000,00;$149.550,00;$1.000,00;$2.444.682,32
PD-04950-0422;2011;$260.532,00;$32.000,00;$11.351,00;$8.000,00;$70.000,00;$2.400,00;$384.283,00
PD-04950-0423;2010;$15.059.814,39;$809.164,00;$2.333.435,00;$264.000,00;$3.667.000,00;$3.185.430,00;$25.318.843,39
PD-04950-0424;2010;$6.112.133,92;$239.696,00;$7.850,00;$125.456,00;$584.609,00;$386.200,00;$7.455.944,92
PD-04950-0425;2012;$891.688,00;$44.000,00;$808.069,76;$6.000,00;$1.801.386,00;$901.300,00;$4.452.443,76
PD-04950-0426;2012;$1.193.835,96;$46.356,00;$98.865,60;$29.000,00;$450.000,00;$1.484.200,00;$3.302.257,56
PD-04950-0427;2011;$1.736.002,04;$155.740,00;$126.000,00;;$30.000,00;;$2.047.742,04
PD-04950-0428;2012;$363.863,48;$74.295,00;$130.160,00;$8.600,00;$24.360,00;$48.270,00;$649.548,48
PD-04950-0431;2012;$1.062.842,48;$117.700,00;;;$140.000,00;$23.000,00;$1.343.542,48
PD-04950-0435;2012;$1.440.690,96;$102.000,00;$198.817,60;$2.600,00;$127.300,00;$1.211.732,00;$3.083.140,56
PD-04950-0436;2012;$1.150.500,00;$23.750,00;$3.700,00;$200,00;$209.800,00;$173.100,00;$1.561.050,00
PD-04950-0437;2011;$1.346.865,00;$123.800,00;$75.398,00;;$22.000,00;;$1.568.063,00
PD-04950-0438;2011;$1.193.280,00;$65.400,00;$235.898,40;$87.500,00;$1.792.700,00;$95.000,00;$3.469.778,40
PD-04950-0439;2012;$3.220.619,84;$192.090,00;$1.637.740,00;$16.600,00;$1.154.260,00;$1.728.948,00;$7.950.257,84
PD-04950-0443;2012;$241.950,00;$4.200,00;$19.220,00;$5.400,00;$0,00;$198.004,16;$468.774,16
PD-04950-0446;2011;$1.135.512,00;$95.140,00;$533.120,00;$173.000,00;$100.000,00;$15.000,00;$2.051.772,00
PD-04950-0447;2014;$2.164.295,52;$134.546,25;$1.514.180,45;$209.000,00;$1.235.700,00;$210.200,00;$5.467.922,22
PD-04950-0450;2011;$5.553.467,86;$310.920,00;$1.608.814,40;;;$233.300,00;$7.706.502,26
PD-04950-0463;2012;$946.460,00;$23.240,00;$1.500,00;$0,00;$51.030,00;$137.000,00;$1.159.230,00
PD-04950-0466;2014;$1.211.100,00;$122.200,00;$189.200,00;$3.500,00;$55.000,00;$143.500,00;$1.724.500,00
PD-04950-0470;2011;$4.837.730,00;$704.999,00;$8.939.237,65;$383.000,00;$25.323.875,00;$431.000,00;$40.619.841,65
PD-04950-0472;2012;$441.034,40;$101.800,00;$36.000,00;$15.000,00;$1.706.600,00;$297.400,00;$2.597.834,40
PD-04950-0509;2012;$1.874.793,93;$168.172,00;$151.121,28;$2.000,00;;$455.564,13;$2.651.651,34
PD-04950-0511;2012;$1.537.796,16;$179.215,08;$1.237.710,15;$0,00;$288.650,00;$176.700,00;$3.420.071,39
PD-04950-0512;2012;$260.318,40;$23.420,00;$149.155,66;$242,75;$15.500,00;$56.700,00;$505.336,81
PD-04950-0514;2012;$291.600,00;$32.438,00;$195.352,90;$4.020,00;$294.370,90;;$817.781,80
PD-04950-0515;2012;$2.991.770,40;$142.500,00;$20.000,00;;$121.000,00;;$3.275.270,40
PD-04950-0516;2012;$1.478.578,56;$175.472,00;$1.792.928,91;$14.126,84;$251.568,94;$1.398.285,50;$5.110.960,75
PD-04950-0517;2012;$2.251.587,86;$54.015,00;$269.400,00;$34.800,00;$292.000,00;$477.328,64;$3.379.131,50
PD-04950-0518;2012;$3.502.286,38;$192.448,00;$295.985,60;$18.000,00;$390.977,56;$27.000,00;$4.426.697,54
PD-04950-0519;2012;$1.521.920,80;$52.438,00;$4.750,00;$0,00;$134.250,00;$74.301,50;$1.787.660,30
PD-04950-0520;2014;$1.411.182,00;$59.900,00;$286.680,16;$118.000,00;;$367.152,00;$2.242.914,16
PD-04950-0523;2012;$2.262.421,60;$31.500,00;$280.012,08;$10.000,00;$194.536,23;$0,00;$2.778.469,91
PD-04950-0528;2012;$1.596.600,00;$72.440,00;$553.523,13;$0,00;$169.650,00;$60.000,00;$2.452.213,13
PD-04950-0529;2012;$848.700,00;$68.600,00;$39.060,00;$0,00;$130.000,00;$82.700,00;$1.169.060,00
PD-04950-0530;2012;$1.329.258,00;$79.405,00;$1.704.931,59;$195.100,00;$1.093.605,00;$366.330,00;$4.768.629,59
PD-04950-0531;2012;$536.016,00;$55.300,00;$189.000,00;$121.520,00;$16.000,00;$249.600,00;$1.167.436,00
PD-04950-0532;2013;$1.288.411,20;$49.407,00;$1.954.512,26;$59.100,00;$1.821.425,00;$475.500,00;$5.648.355,46
PD-04950-0533;2012;$769.604,00;$46.900,00;$532.450,00;$0,00;$483.000,00;$268.500,00;$2.100.454,00
PD-04950-0535;2012;$1.657.695,00;$8.514,00;$95.100,00;$0,00;$19.986,00;$144.500,00;$1.925.795,00
PD-04950-0537;2012;$3.308.904,66;$138.460,00;$504.170,26;$12.700,00;$26.200,00;$528.000,00;$4.518.434,92
PD-04950-0538;2012;$2.362.402,64;$29.960,00;$1.135.442,16;$0,00;$181.950,00;$803.550,00;$4.513.304,80
PD-04950-0542;2013;$643.962,00;$113.744,00;$24.100,00;$13.597,00;;$722.510,08;$1.517.913,08
PD-04950-0558;2014;$602.542,00;$55.934,50;$97.288,89;$115.000,00;$12.000,00;$140.000,00;$1.022.765,39
PD-04950-0561;2014;$1.348.954,68;$105.957,00;$150.040,00;$13.000,00;$348.300,00;$441.000,00;$2.407.251,68
PD-04950-0566;2014;$1.299.280,00;$89.500,00;$274.000,00;$200.000,00;$100.000,00;$45.000,00;$2.007.780,00
PD-04950-0569;2014;$1.467.387,64;$61.400,00;$121.000,00;$5.000,00;$204.000,00;$656.000,00;$2.514.787,64
PD-04950-0570;2014;$1.856.524,50;$152.213,60;$346.447,60;$10.000,00;$11.600,00;$752.800,00;$3.129.585,70
PD-04950-0573;2014;$1.142.564,00;$172.000,00;$434.492,10;$91.250,00;$110.000,00;$663.500,00;$2.613.806,10
PD-04950-0580;2018;$6.967.959,20;$57.500,00;$427.246,20;$0,00;$14.500,00;$400.000,08;$7.867.205,48
PD-04950-0582;2018;$1.679.734,96;$88.400,00;$119.535,71;$0,00;$196.370,00;$59.760,00;$2.143.800,67
PD-04950-0583;2018;$2.135.135,36;$20.820,00;$111.714,28;$52.000,00;$468.500,00;$4.000,00;$2.792.169,64
PD-04950-0584;2018;$1.535.277,04;$25.800,00;$282.543,71;$0,00;$132.500,00;$27.000,00;$2.003.120,75
PD-04950-0585;2018;$1.756.516,00;$19.500,00;$2.000,00;$50,00;$8.000,00;$10.000,00;$1.796.066,00
PD-04950-0586;2018;$773.207,60;$23.340,00;$29.080,00;$0,00;$5.000,00;$17.200,00;$847.827,60
PD-04950-0587;2018;$1.000.882,00;$9.570,00;$6.080,00;$13.660,00;$7.000,00;$653.200,00;$1.690.392,00
PD-04950-0590;2018;$1.161.741,20;$19.880,00;$223.840,00;$0,00;$98.400,00;$193.252,00;$1.697.113,20
PD-04950-0591;2018;$102.535,20;$19.200,00;$8.100,00;$0,00;$0,00;$0,00;$129.835,20
PD-04950-0592;2018;$219.102,00;$58.790,00;$19.500,00;$900,00;$193.259,20;$140.000,00;$631.551,20
PD-04950-0593;2018;$2.253.542,40;$290.928,00;$1.249.795,00;$171.000,00;$1.401.666,00;$1.244.005,00;$6.610.936,40
PD-04950-0594;2018;$2.439.913,60;$166.515,00;$488.939,00;$5.000,00;$33.000,00;$170.132,00;$3.303.499,60
PD-04950-0595;2018;$2.595.038,00;$176.620,00;$408.120,00;$6.000,00;$79.150,00;$177.200,00;$3.442.128,00
PD-04950-0600;2018;$3.521.295,00;$640.526,00;$50.016,00;$10.000,00;$50.000,00;$0,00;$4.271.837,00
PD-04950-0601;2018;$2.002.144,16;$134.635,00;$166.859,20;$12.800,00;$249.600,00;$268.766,08;$2.834.804,44
PD-04950-0606;2018;$976.464,00;$25.360,00;$7.000,00;$744.000,00;$122.800,00;$357.600,00;$2.233.224,00
PD-04950-0608;2018;$3.828.197,60;$177.900,00;$132.970,00;$2.400,00;$5.000,00;$117.495,36;$4.263.962,96
PD-04950-0609;2018;$2.917.293,60;$292.260,00;$832.059,60;$67.400,00;$98.630,06;$32.000,00;$4.239.643,26
PD-04950-0613;2018;$2.122.770,00;$67.200,00;$251.000,00;$368.000,00;$37.000,00;$218.000,00;$3.063.970,00
PD-04950-0614;2018;$1.492.141,92;$200.162,00;$383.308,08;$15.600,00;$453.376,10;$0,00;$2.544.588,10
PD-04950-0615;2018;$513.781,48;$89.296,00;$240.757,51;$17.034,22;$403.956,00;$201.002,86;$1.465.828,07
PD-04950-0617;2018;$826.640,80;$28.410,00;$101.982,08;$600,00;$729.000,00;$10.000,00;$1.696.632,88
PD-04950-0619;2018;$1.701.838,08;$204.000,00;$390.000,00;$142.000,00;$770.000,00;$513.000,00;$3.720.838,08
PD-04950-0620;2018;$622.898,48;$98.032,00;$365.008,08;$45.200,00;$297.300,00;$248.480,00;$1.676.918,56
PD-04950-0623;2019;$829.430,00;$37.000,00;$1.330.280,00;$32.000,00;$603.200,00;$908.200,00;$3.740.110,00
PD-04950-0625;2018;$93.800,00;$64.200,00;$642.570,00;$6.930,00;$10.500,00;$624.185,00;$1.442.185,00
PD-04950-0628;2018;$2.428.125,60;$90.958,00;$342.913,02;$3.000,00;$80.000,00;$270.000,00;$3.214.996,62
PD-04950-0632;2018;$11.154.677,60;$2.152.200,00;$1.227.019,00;$494.650,00;$9.120.578,00;$3.135.096,82;$27.284.221,42
PD-04950-0636;2018;$1.018.852,56;$45.600,00;$1.489.702,34;$8.350,00;$37.500,00;$159.800,00;$2.759.804,90
PD-04950-0638;2019;$444.992,40;$26.620,00;$441.966,09;$2.400,00;$197.750,00;$15.315,71;$1.129.044,20
PD-04950-0639;2018;$990.022,16;$77.600,00;$314.850,00;$140.000,00;$2.015.000,00;$770.000,00;$4.307.472,16
PD-04950-0640;2018;$1.326.717,68;$66.046,66;$316.280,00;$0,00;$0,00;$0,00;$1.709.044,34
PD-04950-0645;2019;$1.656.909,76;$133.130,00;$197.188,00;$0,00;$5.600,00;$350.000,00;$2.342.827,76
PD-04950-0649;2019;$3.667.776,05;$190.891,98;$621.448,20;$2.000,00;$1.458.000,00;$1.131.003,00;$7.071.119,23
PD-04950-0650;2019;$3.452.937,60;$194.000,00;$248.000,00;$0,00;$33.600,00;$541.053,44;$4.469.591,04
PD-04950-0652;2019;$5.654.675,44;$97.000,00;$780.488,65;$6.000,00;$172.000,00;$160.000,00;$6.870.164,09
PD-04950-0653;2019;$3.552.796,44;$887.536,00;$1.069.882,65;$0,00;$0,00;$0,00;$5.510.215,09
PD-04950-0654;2019;$4.647.241,84;$149.205,00;$721.632,72;$81.300,00;$326.446,00;$3.889.736,49;$9.815.562,05
PD-04950-0711;2010;$5.175.066,46;$1.013.464,90;$440.902,12;;;$1.091.500,23;$7.720.933,71
PD-04950-0712;2011;$3.069.600,00;$459.400,35;$2.049.413,20;$106.271,05;$4.307.642,51;$1.173.432,96;$11.165.760,07
PD-04950-0713;2011;$1.625.040,00;$379.500,00;$615.600,00;$453.400,00;$4.312.000,00;$890.000,00;$8.275.540,00
PD-04950-0718;2014;$1.641.957,75;$432.577,02;$89.548,42;;;$380.000,02;$2.544.083,21
PD-04950-0719;2016;$7.360.004,35;$704.112,81;$474.833,17;;;$1.845.672,73;$10.384.623,06
PD-04950-0721;2016;$5.768.840,64;$396.001,00;$1.160.160,00;$192.000,00;$11.352.458,59;$1.909.500,00;$20.778.960,23
PD-04950-0722;2016;$7.833.222,16;$496.350,00;$4.458.520,27;$163.720,00;$11.315.913,33;$2.625.700,00;$26.893.425,76
PD-04950-0724;2019;$4.213.295,78;$396.680,00;$1.716.132,43;$1.530.797,16;$3.063.849,97;$761.500,00;$11.682.255,34
PD-04950-0725;2019;$1.194.672,00;$219.000,00;$150.000,00;$20.000,00;$1.418.905,65;$1.293.691,42;$4.296.269,07
PD-04951-0331;2010;$1.144.800,00;$80.000,00;$136.553,82;$56.000,00;$1.683.096,40;$104.800,00;$3.205.250,22
PD-04951-0333;2011;$1.049.357,70;$98.580,00;$48.930,25;$49.400,00;$220.490,00;$88.800,00;$1.555.557,95
PD-04951-0334;2011;$454.151,00;$128.800,00;$1.110.814,40;;$305.300,00;;$1.999.065,40
PD-04951-0335;2010;$1.484.000,00;$270.000,00;$204.000,00;$6.000,00;$1.246.200,00;$180.720,00;$3.390.920,00
PD-04951-0336;2011;$596.174,00;$24.135,00;$2.058.515,50;;$7.000,00;$46.584,00;$2.732.408,50
PD-04951-0337;2011;$645.094,08;$116.006,00;$511.217,80;$38.800,08;$227.000,00;$113.000,00;$1.651.117,96
PD-04951-0338;2011;$1.114.288,05;$24.135,00;$2.782.400,00;$40.000,00;;;$3.960.823,05
PD-04951-0339;2010;$1.456.272,96;$167.809,42;$128.838,16;$98.091,56;$308.411,89;$249.730,00;$2.409.153,99
PD-04951-0340;2010;$304.481,18;$93.300,00;$314.187,99;$34.602,52;$360.071,24;$498.986,00;$1.605.628,93
PD-04951-0341;2010;$1.477.886,40;$69.450,00;;$26.800,00;$63.000,00;$35.000,00;$1.672.136,40
PD-04951-0343;2010;$3.399.906,00;$140.820,00;$471.418,00;$35.000,00;$2.060.305,32;$334.000,00;$6.441.449,32
PD-04951-0344;2012;$754.769,00;$357.873,60;$324.662,18;$104.655,80;$169.570,00;$247.660,00;$1.959.190,58
PD-04951-0345;2011;$510.864,00;$13.073,20;$42.859,55;$127.375,92;$148.000,00;$103.680,00;$945.852,67
PD-04951-0346;2010;$1.048.264,76;$288.500,00;$393.196,43;$78.846,60;$224.975,00;$128.022,20;$2.161.804,99
PD-04951-0347;2012;$482.660,08;$64.280,00;$151.999,09;$2.000,00;$20.431,71;$193.195,23;$914.566,11
PD-04951-0348;2010;$418.332,80;$14.000,00;$164.033,80;$4.000,00;$21.625,00;$47.200,00;$669.191,60
PD-04951-0349;2010;$426.191,72;$151.400,00;$107.656,00;$23.070,00;$430.950,00;$61.656,00;$1.200.923,72
PD-04951-0350;2010;$1.394.300,00;$6.000,00;$67.665,00;;$940.000,00;$10.000,00;$2.417.965,00
PD-04951-0351;2011;$1.038.687,90;$49.416,50;$109.000,00;$3.600,00;$20.000,00;;$1.220.704,40
PD-04951-0352;2010;$362.445,00;$3.000,00;$22.576,00;;$6.000,00;$165.000,00;$559.021,00
PD-04951-0353;2011;$570.934,00;$56.000,00;;$5.160,00;$15.900,00;$45.908,00;$693.902,00
PD-04951-0354;2010;$2.741.046,00;$101.000,00;$650.524,20;$9.864,00;$445.000,00;$204.000,00;$4.151.434,20
PD-04951-0355;2011;$507.198,08;$102.595,00;$129.519,00;$6.000,00;$9.200,00;$144.300,00;$898.812,08
PD-04951-0356;2011;$1.596.545,00;$257.060,00;$619.351,25;$40.000,00;$244.000,00;$1.553.200,00;$4.310.156,25
PD-04951-0358;2010;$3.196.777,54;$394.220,00;$295.582,40;;$4.190.500,00;$578.000,00;$8.655.079,94
PD-04951-0396;2012;$447.046,00;$39.330,00;$99.360,00;$28.400,00;$217.570,00;$276.050,00;$1.107.756,00
PD-04951-0399;2011;$1.743.640,00;$142.720,00;$311.102,80;$7.500,00;$294.276,00;$516.598,70;$3.015.837,50
PD-04951-0402;2011;$808.266,40;$74.410,00;$247.298,07;$4.995,00;$34.000,00;$231.200,00;$1.400.169,47
PD-04951-0404;2011;$825.776,96;$84.450,00;;$14.000,00;$7.000,00;$132.000,00;$1.063.226,96
PD-04951-0405;2011;$689.524,80;$71.650,00;$85.546,00;$3.000,00;$5.300,00;$211.660,00;$1.066.680,80
PD-04951-0406;2011;$590.490,40;$10.900,00;$4.250,00;;$109.730,00;$104.800,00;$820.170,40
PD-04951-0407;2011;$755.472,00;$52.000,00;$410.720,00;$92.500,00;$1.017.000,00;$292.000,00;$2.619.692,00
PD-04951-0410;2010;$664.336,00;$62.789,37;$47.981,08;$88.500,00;$14.500,00;$79.000,00;$957.106,45
PD-04951-0411;2012;$2.541.864,86;$490.000,00;$553.400,00;$10.500,00;$3.005.900,00;$216.000,00;$6.817.664,86
PD-04951-0413;2012;$3.742.921,32;$0,00;$180.300,00;$7.200,00;$45.000,00;$526.320,00;$4.501.741,32
PD-04951-0416;2010;$544.802,64;$75.000,00;$97.800,00;$26.000,00;$205.000,00;$146.000,00;$1.094.602,64
PD-04951-0418;2012;$965.912,36;$96.800,00;$318.849,58;$53.800,00;$1.139.500,00;$383.500,00;$2.958.361,94
PD-04951-0453;2011;$354.309,60;$188.530,00;$233.200,00;$21.000,00;$386.200,00;$191.500,77;$1.374.740,37
PD-04951-0455;2012;$3.597.469,08;$1.393.860,00;$1.800.743,65;$779.737,52;$2.867.100,00;$1.655.031,00;$12.093.941,25
PD-04951-0456;2013;$577.104,00;$607.568,00;$1.448.737,00;$260.278,00;$312.039,98;$3.858.152,68;$7.063.879,66
PD-04951-0458;2014;$956.330,00;$54.500,00;$51.309,20;$191.125,00;$0,00;$430.600,00;$1.683.864,20
PD-04951-0461;2011;$729.056,05;$89.760,00;$434.440,00;$52.700,00;;$70.000,00;$1.375.956,05
PD-04951-0462;2014;$1.119.330,00;$240.610,00;$354.817,00;$13.200,00;$99.060,00;;$1.827.017,00
PD-04951-0463;2012;$946.460,00;$23.240,00;$1.500,00;$0,00;$51.030,00;$137.000,00;$1.159.230,00
PD-04951-0464;2012;$726.700,24;$88.902,00;$380.726,72;$15.000,00;$444.400,00;$27.500,00;$1.683.228,96
PD-04951-0465;2013;$1.108.295,00;$268.680,00;$142.279,00;$7.500,00;$64.000,00;$517.339,90;$2.108.093,90
PD-04951-0468;2011;$1.270.730,00;$60.100,00;;;$900.000,00;$620.000,00;$2.850.830,00
PD-04951-0474;2011;$834.219,20;$25.176,00;$15.378,74;$12.000,00;$27.000,00;$33.600,00;$947.373,94
PD-04951-0475;2013;$813.430,00;$214.915,00;$118.043,35;$7.692,00;$97.830,00;$358.720,00;$1.610.630,35
PD-04951-0477;2014;$474.638,40;$90.117,50;$201.972,09;$47.030,90;$70.056,36;$116.250,00;$1.000.065,25
PD-04951-0478;2012;$1.263.196,00;$45.930,00;$84.216,00;$5.535,65;$304.197,00;$220.789,91;$1.923.864,56
PD-04951-0479;2012;$2.817.044,00;$141.004,00;$15.000,00;$61.836,50;$50.900,00;$308.160,00;$3.393.944,50
PD-04951-0480;2012;$906.038,40;$29.325,00;$119.400,00;$0,00;$9.762,00;$0,00;$1.064.525,40
PD-04951-0481;2012;$128.754,00;$105.090,00;$131.282,38;$22.970,00;$360.300,00;$19.100,00;$767.496,38
PD-04951-0482;2012;$1.177.681,60;$122.300,00;$641.937,50;$800.620,00;$750.000,00;$769.149,00;$4.261.688,10
PD-04951-0483;2012;$671.065,92;$198.096,00;$229.045,75;$218.649,80;$794.840,00;$453.830,40;$2.565.527,87
PD-04951-0484;2012;$943.568,00;$307.473,80;$3.071.106,09;$78.800,00;$281.616,00;$422.900,00;$5.105.463,89
PD-04951-0485;2012;$1.552.992,00;$73.075,00;$20.000,00;$45.000,00;$770.400,00;$150.000,00;$2.611.467,00
PD-04951-0486;2012;$1.130.932,79;$79.795,00;$122.975,11;$56.800,00;$164.900,00;$200.000,00;$1.755.402,90
PD-04951-0487;2013;$991.152,00;$265.856,40;$1.522.454,16;$52.000,00;$34.090,00;$152.805,28;$3.018.357,84
PD-04951-0488;2012;$2.175.350,40;$66.738,00;$108.000,00;$0,00;$264.000,00;$0,00;$2.614.088,40
PD-04951-0489;2012;$1.694.540,80;$96.014,00;$420.083,97;$246.425,00;$43.000,00;$0,00;$2.500.063,77
PD-04951-0490;2012;$1.487.176,91;$73.000,00;$84.108,70;$0,00;$35.000,00;$83.690,64;$1.762.976,25
PD-04951-0491;2012;$3.133.002,00;$371.330,00;$0,00;$0,00;$139.293,50;$1.917.215,24;$5.560.840,74
PD-04951-0492;2012;$1.101.630,00;$122.420,00;$93.992,50;$159.000,00;$210.500,00;$869.200,00;$2.556.742,50
PD-04951-0493;2012;$920.758,32;$76.155,99;$1.752.944,94;$270.000,00;$218.000,00;$400.000,00;$3.637.859,25
PD-04951-0496;2013;$583.857,60;$82.200,00;$222.064,00;$898.400,00;$820.745,00;;$2.607.266,60
PD-04951-0497;2012;$199.857,60;$23.000,00;$1.009.798,16;$166.700,06;$1.025.440,00;$180.000,00;$2.604.795,82
PD-04951-0498;2012;$512.213,60;$59.464,00;$430.225,20;$90.000,00;$260.100,00;$184.000,00;$1.536.002,80
PD-04951-0499;2012;$1.316.456,62;$143.290,00;$59.513,00;$15.000,00;$131.000,00;$273.800,00;$1.939.059,62
PD-04951-0501;2013;$1.074.405,99;$375.350,30;$304.922,70;$560.611,06;;$4.096.549,68;$6.411.839,73
PD-04951-0503;2012;$1.496.660,00;$34.000,00;$1.062.000,00;$0,00;$1.134.000,00;$108.000,00;$3.834.660,00
PD-04951-0504;2012;$1.108.320,00;$81.158,00;$507.785,20;$25.000,00;$887.609,36;$610.381,00;$3.220.253,56
PD-04951-0505;2012;$1.624.384,01;$62.630,00;$121.781,32;$474.000,00;$323.500,00;$165.000,00;$2.771.295,33
PD-04951-0506;2013;$1.808.583,14;$106.880,00;$1.537.523,50;$5.000,00;$728.545,00;$1.482.795,40;$5.669.327,04
PD-04951-0507;2013;$503.140,56;$28.568,00;$262.665,03;$1.500,00;$77.500,00;$1.013.298,98;$1.886.672,57
PD-04951-0549;2014;$610.937,28;$44.495,00;$490.334,96;$309.000,00;$217.862,15;$111.500,00;$1.784.129,39
PD-04951-0550;2014;$506.042,88;$368.720,00;$710.723,58;$138.528,00;$376.579,80;$98.095,60;$2.198.689,86
PD-04951-0551;2014;$342.695,20;$100.665,00;$335.439,42;$75.390,00;$575.142,00;$25.600,00;$1.454.931,62
PD-04951-0552;2014;$309.702,00;$53.280,00;$216.730,24;$9.000,00;$203.000,00;$2.000,00;$793.712,24
PD-04951-0553;2014;$290.612,40;$28.200,00;$195.054,38;$1.940,00;$33.982,00;$0,00;$549.788,78
PD-04951-0554;2014;$278.084,00;$78.300,00;$129.622,00;$3.020,00;$17.390,00;$50.400,00;$556.816,00
PD-04951-0555;2014;$1.165.104,00;$89.500,36;$314.070,77;$9.000,00;$65.015,00;$25.000,00;$1.667.690,13
PD-04951-0556;2014;$773.105,60;$18.584,00;$357.229,20;$5.000,00;$90.000,00;$120.000,00;$1.363.918,80
PD-04951-0557;2014;$1.214.586,00;$58.425,00;$126.000,00;$9.500,00;$3.000,00;$361.000,00;$1.772.511,00
PD-04951-0562;2014;$1.240.454,80;$107.806,00;$1.093.185,54;$0,00;$477.000,00;$63.500,00;$2.981.946,34
PD-04951-0563;2014;$1.815.240,00;$35.530,00;$316.530,88;$24.250,00;$212.863,79;$124.800,00;$2.529.214,67
PD-04951-0564;2014;$628.605,76;$14.240,00;$112.832,00;$800,00;$0,00;$230.000,00;$986.477,76
PD-04951-0567;2014;$248.400,00;$95.800,00;$301.023,61;$9.600,00;$16.500,00;$18.080,00;$689.403,61
PD-04951-0571;2014;$693.875,00;$21.584,00;$53.800,00;$800,00;$71.500,00;$418.000,00;$1.259.559,00
PD-04951-0572;2014;$1.681.090,00;$68.630,00;$187.200,00;$0,00;$0,00;$200.000,00;$2.136.920,00
PD-04951-0574;2014;$1.590.146,80;$88.000,00;$212.896,00;$5.000,00;$10.000,00;$90.000,00;$1.996.042,80
PD-04951-0581;2018;$1.515.164,80;$593.902,00;$55.500,00;$1.317.600,00;$340.000,00;$677.000,00;$4.499.166,80
PD-04951-0588;2018;$2.296.530,00;$16.600,00;$6.000,00;$0,00;$9.300,00;$0,00;$2.328.430,00
PD-04951-0589;2018;$2.207.320,00;$270.200,00;$32.500,00;$1.500,00;$7.000,00;$1.013.520,00;$3.532.040,00
PD-04951-0596;2018;$1.780.134,20;$172.670,00;$418.560,00;$161.700,00;$115.000,00;$592.800,00;$3.240.864,20
PD-04951-0597;2018;$4.693.113,60;$125.680,00;$11.000,00;$0,00;$0,00;$139.460,00;$4.969.253,60
PD-04951-0598;2018;$88.444,80;$71.240,00;$12.000,00;$0,00;$11.500,00;$0,00;$183.184,80
PD-04951-0599;2020;$3.341.183,40;$1.773.103,75;$2.035.101,00;$587.388,00;$2.230.654,45;$799.694,80;$10.767.125,40
PD-04951-0602;2018;$1.734.027,20;$302.600,00;$2.019.098,91;$83.740,00;$344.310,00;$405.000,00;$4.888.776,11
PD-04951-0603;2018;$5.853.241,02;$1.107.810,00;$648.438,76;$61.180,00;$3.094.726,30;$1.634.345,95;$12.399.742,03
PD-04951-0604;2018;$3.618.801,72;$34.780,00;$1.313.324,48;$250.000,00;$200.000,00;$2.071.319,82;$7.488.226,02
PD-04951-0605;2018;$2.260.882,90;$41.628,00;$338.565,60;$162.280,00;$533.400,00;$513.000,00;$3.849.756,50
PD-04951-0607;2019;$2.825.718,40;$207.800,00;$3.086.254,32;$451.060,00;$455.400,00;$988.215,00;$8.014.447,72
PD-04951-0610;2019;$8.539.599,00;$199.305,75;$2.449.492,64;$138.915,39;$184.175,16;$370.328,20;$11.881.816,14
PD-04951-0611;2019;$1.830.720,00;$509.020,00;$1.289.783,57;$315.800,00;$12.000,00;$2.556.960,00;$6.514.283,57
PD-04951-0612;2018;$1.673.107,20;$288.299,20;$717.280,81;$248.824,40;$249.063,00;$2.274.900,00;$5.451.474,61
PD-04951-0616;2018;$961.107,84;$36.730,00;$573.383,24;$36.900,00;$218.536,04;$27.600,00;$1.854.257,12
PD-04951-0618;2018;$1.706.363,16;$225.930,00;$669.059,10;$9.000,00;$317.349,00;$56.200,00;$2.983.901,26
PD-04951-0621;2018;$2.381.072,00;$17.120,00;$637.000,00;$0,00;$754.817,00;$660.000,00;$4.450.009,00
PD-04951-0622;2018;$1.789.094,40;$385.650,00;$370.891,84;$83.804,15;$58.020,00;$627.077,85;$3.314.538,24
PD-04951-0624;2019;$863.289,60;$304.129,30;$718.651,74;$236.900,50;$57.700,00;$408.520,00;$2.589.191,14
PD-04951-0629;2019;$649.579,20;$54.614,45;$211.353,07;$3.600,00;$15.800,00;$43.137,84;$978.084,56
PD-04951-0633;2018;$1.000.120,20;$98.600,00;$86.015,40;$192.690,10;$145.460,00;$537.705,88;$2.060.591,58
PD-04951-0635;2019;$762.460,80;$171.185,00;$325.917,03;$295.295,00;$1.218.700,00;$478.448,74;$3.252.006,57
PD-04951-0641;2018;$673.466,40;$57.540,00;$183.000,00;$2.000,00;$15.600,00;$146.560,00;$1.078.166,40
PD-04951-0643;2018;$730.261,52;$59.650,00;$400.064,80;$3.420,00;$45.000,00;$390.000,00;$1.628.396,32
PD-04951-0646;2018;$512.102,88;$12.170,00;$50.038,04;$0,00;$0,00;$16.000,00;$590.310,92
